sentence,argument_head,predicate_head,role,label
""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """,58,60,AGENT,1
""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """,61,64,AGENT,1
""" A fine comparison ! "" said Sancho ; "" though not so new but that I have heard it many and many a time , as well as that other one of the game of CHESS ; how , so long as the game lasts , each piece has its own particular office , and when the game is finished they are all mixed , jumbled up and shaken together , and stowed away in the bag , which is much like ending life in the grave . """,84,83,AGENT,1
""" Thou art growing less doltish and more shrewd every day , Sancho , "" said Don Quixote .",1,3,AGENT,1
""" Thou art growing less doltish and more shrewd every day , Sancho , "" said Don Quixote .",17,15,AGENT,1
""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>",5,4,AGENT,1
""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>",12,18,AGENT,0
""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>",38,36,AGENT,0
""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>",40,41,AGENT,1
""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>",42,41,AGENT,0
""" Ay , "" said Sancho ; "" it must be that some of your worship 's shrewdness sticks to me ; land that , of itself , is barren and dry , will come to yield good fruit if you dung it and till it >>",45,44,AGENT,0
"The highly coloured lithograph of the Faithful Hero seemed to look dimly , in the light of one candle , at the man with no faith in anything except the truth of his own sensations .",3,8,AGENT,0
I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .,0,1,AGENT,1
I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .,20,22,AGENT,0
I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .,24,22,AGENT,0
I was to see that the doors were open and the signal of a green or white light in a window which faced the drive was to give notice if all was safe or if the attempt had better be postponed .,36,40,AGENT,0
""" But everything went wrong with us .",2,3,AGENT,1
""" But everything went wrong with us .",6,3,AGENT,0
He and his master dragged me to my room and held judgment upon me as a convicted traitress .,0,4,AGENT,1
He and his master dragged me to my room and held judgment upon me as a convicted traitress .,5,4,AGENT,0
He and his master dragged me to my room and held judgment upon me as a convicted traitress .,8,4,AGENT,0
He and his master dragged me to my room and held judgment upon me as a convicted traitress .,11,10,AGENT,0
But they determined to get rid forever of Garcia .,1,2,AGENT,1
I swear that he might have twisted it off had I understood what it would mean to Garcia .,0,1,AGENT,1
I swear that he might have twisted it off had I understood what it would mean to Garcia .,3,6,AGENT,1
I swear that he might have twisted it off had I understood what it would mean to Garcia .,7,6,AGENT,0
I swear that he might have twisted it off had I understood what it would mean to Garcia .,10,11,AGENT,1
I swear that he might have twisted it off had I understood what it would mean to Garcia .,12,11,AGENT,0
"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",0,1,AGENT,1
"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",3,1,AGENT,1
"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",3,7,AGENT,0
"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",5,7,AGENT,1
"Lopez addressed the note which I had written , sealed it with his sleeve - link , and sent it by the hand of the servant , Jose .",10,9,AGENT,0
I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,0,1,AGENT,1
I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,2,5,AGENT,1
I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,13,14,AGENT,0
I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,17,16,AGENT,0
I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .,20,21,AGENT,1
"The Rock revolution happened in the Sixties ( 6 , number of the Beast ) .",2,3,AGENT,0
"The Rock revolution happened in the Sixties ( 6 , number of the Beast ) .",6,3,AGENT,0
"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",2,3,AGENT,0
"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",6,3,AGENT,0
"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",6,8,AGENT,1
"The Rock revolution came from the nation that allows a church to be changed to a pub or to a dance room or to a recording studio full of drug addicts , homosexuals and lunatics ( as that of George Martin , ally of the Beatles ) .",10,8,AGENT,1
"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",2,25,AGENT,0
"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",13,25,AGENT,0
"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",27,25,AGENT,0
"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",31,25,AGENT,0
"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",36,39,AGENT,0
"As the epithet of the government of Satan on that nation , the center of London , the so well - known Piccadilly Circus , takes it's name from an old brothel ( the "" Piccadilla House "" which means "" The House of Sin "" ) , disappeared nowadays .",42,39,AGENT,1
"From then on , the Beatles began to get involved in false religions and to preach them to the world .",1,6,AGENT,0
"From then on , the Beatles began to get involved in false religions and to preach them to the world .",5,6,AGENT,0
"From then on , the Beatles began to get involved in false religions and to preach them to the world .",16,15,AGENT,1
"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",3,4,AGENT,0
"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",9,10,AGENT,1
"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",12,10,AGENT,0
"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",23,21,AGENT,1
"John Lennon 's divorce followed , as well as his entering the world of black magic , as deeply as to buy the apartment . where the "" Rosemary 's baby "" had been filmed , previous property of Roman Polansky , and in that same apartment John Lennon had a room upholstered with black silk where he used to do his black magic operations .",30,34,AGENT,0
"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" .",2,0,AGENT,1
"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" .",9,12,AGENT,0
"Came the disintegration of the Beatles ' minds with LSD which has caused , among others , schizophrenic lyrics such as "" I am the Walrus "" and incoherent schizophrenic musical expositions like "" Revolution number 9 "" .",18,12,AGENT,0
"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",3,7,AGENT,0
"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",6,7,AGENT,1
"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",12,7,AGENT,0
"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",15,7,AGENT,0
"At the same time , the devil acted through his other main puppets with "" Sympathy for the devil "" that was when the pact of the Rolling Stones with Satan took the life of the founder of the group , the guitarist Brian Jones ( who refused to be a puppet of the devil ) , murdered by people sent by Mick Jagger , another assassin .",36,47,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",2,3,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",12,13,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",15,13,AGENT,0
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",36,34,AGENT,0
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",42,44,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",48,50,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",53,50,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",58,60,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",59,60,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",62,63,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",89,88,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",94,100,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",128,129,AGENT,1
"Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) .",134,135,AGENT,1
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",22,27,AGENT,1
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",57,58,AGENT,1
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",59,58,AGENT,0
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",2,66,AGENT,0
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",65,66,AGENT,1
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",67,66,AGENT,0
"To Paul McCartney whose company 's logo was a person toying with the planets as if he was a god , and who was being very much deluded in his ego trip by the fact that he was made "" Sir "" ( when in England even the road sweeper is made Sir , as long as he produces money for the nation ) , GOD provided cancer to the wife .",70,66,AGENT,0
"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",3,13,AGENT,0
"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",12,13,AGENT,1
"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",16,13,AGENT,0
"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",19,13,AGENT,0
"At the same time McCartney was going out with Heather Mills , he used Linda 's death for promotional ends , due to his waning popularity .",25,13,AGENT,0
"Paul admitted that he made Linda suffer a lot , but he did n't say that it was because he felt insecure as a man due to his womanish face and effeminate manners and also because with his age his sexual power was not the same , even though it has never been much .",0,1,AGENT,1
"Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did .",0,1,AGENT,1
"Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did .",6,1,AGENT,0
"Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did .",41,43,AGENT,1
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",3,16,AGENT,0
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",15,16,AGENT,1
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",17,16,AGENT,0
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",22,24,AGENT,1
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",26,24,AGENT,0
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",33,36,AGENT,1
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",58,59,AGENT,1
"Because of the trauma that his homosexual relation with Brian Epstein had left him , he made lyrics such as : "" You can wear a collar and a tie , one thing you ca n't hide is when you 're crippled inside "" and gave declarations to the "" Rolling Stone "" magazine saying that "" sometimes he wore Texan boots to feel more secure as a man "" .",61,59,AGENT,0
That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,1,2,AGENT,0
That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,5,2,AGENT,0
That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,8,9,AGENT,1
That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be .,11,9,AGENT,0
The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .,2,11,AGENT,1
The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .,17,21,AGENT,1
The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .,23,21,AGENT,0
The newly married couple living on the corner in front of the entrance of George 's house ( Friar Park ) refers to him as an overbearing person to stay away from .,3,21,AGENT,1
The newly married couple living on the corner in front of the entrance of George 's house ( Friar Park ) refers to him as an overbearing person to stay away from .,23,21,AGENT,0
The newly married couple living on the corner in front of the entrance of George 's house ( Friar Park ) refers to him as an overbearing person to stay away from .,27,21,AGENT,0
"The receptionist of "" Hand made "" , the former film making company of George Harrison said : "" we do n't have any relation with that man anymore and we do n't want to know anything about him "" .",1,16,AGENT,1
Their chauvinisms got to the point that even they themselves hated each other .,1,2,AGENT,1
Their chauvinisms got to the point that even they themselves hated each other .,5,2,AGENT,0
Their chauvinisms got to the point that even they themselves hated each other .,8,10,AGENT,1
Their chauvinisms got to the point that even they themselves hated each other .,12,10,AGENT,1
Paul McCartney said that George Harrison is a nothing .,1,2,AGENT,1
George Harrison said that he is tired of listening to people talk about John Lennon ....,1,2,AGENT,1
George Harrison said that he is tired of listening to people talk about John Lennon ....,10,11,AGENT,1
"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",1,2,AGENT,1
"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",5,2,AGENT,0
"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",15,19,AGENT,1
"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",41,51,AGENT,0
"George Harrison said in a video that "" Oasis is a very untalented band and they should n't be playing at all "" , all of it being the truth , but the Beatles is also a band of very poor musicians , if musicians at all , who could only play a couple of elementary guitar chords and who are as untalented as Oasis .",53,51,AGENT,0
"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",0,1,AGENT,1
"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",2,4,AGENT,1
"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",5,4,AGENT,0
"He thinks he will deceive people in this way , so that the real McCartney will not be perceived .",14,18,AGENT,1
We recommend you to take that curse out of your house throwing away everything related to the Devil 's main nine puppets ....,0,1,AGENT,1
We recommend you to take that curse out of your house throwing away everything related to the Devil 's main nine puppets ....,2,1,AGENT,1
We recommend you to take that curse out of your house throwing away everything related to the Devil 's main nine puppets ....,13,11,AGENT,0
""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",3,5,AGENT,1
""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",8,5,AGENT,1
""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",34,31,AGENT,0
""" The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year , according to German media reports , reinforcing similar earlier suggestions in the Turkish media , "" reported UPI on December 30th .",42,41,AGENT,1
